conference_id,url,error
132551,https://civilica.com/doc/1953638/,
132551,https://civilica.com/doc/1953232/,
132551,https://civilica.com/doc/1953455/,
132551,https://civilica.com/doc/1953549/,
132551,https://civilica.com/doc/1953541/,
132551,https://civilica.com/doc/1953778/,
132551,https://civilica.com/doc/1953500/,
132551,https://civilica.com/doc/1953496/,
132551,https://civilica.com/doc/1953713/,
132551,https://civilica.com/doc/1953161/,
132551,https://civilica.com/doc/1953406/,
132551,https://civilica.com/doc/1953131/,
132551,https://civilica.com/doc/1953650/,
132551,https://civilica.com/doc/1953107/,
132551,https://civilica.com/doc/1953154/,
132551,https://civilica.com/doc/1953352/,
132551,https://civilica.com/doc/1953741/,
132551,https://civilica.com/doc/1953612/,
132551,https://civilica.com/doc/1953443/,
132551,https://civilica.com/doc/1953464/,
132551,https://civilica.com/doc/1953293/,
132551,https://civilica.com/doc/1953535/,
132551,https://civilica.com/doc/1953819/,
132551,https://civilica.com/doc/1953953/,
132551,https://civilica.com/doc/1953376/,
132551,https://civilica.com/doc/1953631/,
132551,https://civilica.com/doc/1953958/,
132551,https://civilica.com/doc/1953633/,
132551,https://civilica.com/doc/1953301/,
132551,https://civilica.com/doc/1953271/,
132551,https://civilica.com/doc/1953941/,
132551,https://civilica.com/doc/1953202/,
132551,https://civilica.com/doc/1953511/,
132551,https://civilica.com/doc/1953255/,
132551,https://civilica.com/doc/1953201/,
132551,https://civilica.com/doc/1953195/,
132551,https://civilica.com/doc/1953757/,
132551,https://civilica.com/doc/1953321/,
132551,https://civilica.com/doc/1953204/,
132551,https://civilica.com/doc/1953865/,
132551,https://civilica.com/doc/1953698/,
132551,https://civilica.com/doc/1953186/,
132551,https://civilica.com/doc/1953795/,
132551,https://civilica.com/doc/1953244/,
132551,https://civilica.com/doc/1953944/,
132551,https://civilica.com/doc/1953922/,
132551,https://civilica.com/doc/1953504/,
132551,https://civilica.com/doc/1953847/,
132551,https://civilica.com/doc/1953320/,
132551,https://civilica.com/doc/1953445/,
